questionnaire_url,usajobs_control_number,position_title,announcement_number,hiring_agency,occupation_series,occupation_name,position_open_date,position_close_date,position_location,grade_code,position_schedule,service_type,extracted_from_file,extracted_date
https://apply.usastaffing.gov/ViewQuestionnaire/12776867,842289400,Supervisory Physician (Clinical Director),IHS-25-GP-12776867-ESEP/MP,Department of Health and Human Services,602,Medical Officer,2025-08-01 12:33:49.713,2025-12-31T23:59:59.9970,"Pine Ridge, South Dakota",GS-15,,Competitive,current_jobs_2025.parquet,2025-08-02T09:11:19.609900
https://apply.usastaffing.gov/ViewQuestionnaire/12773172,842259200,"Physician Assistant, Primary Care, Show Low CBOC",CBSX-12773172-25-DB,Department of Veterans Affairs,603,Physician Assistant,2025-08-01 11:17:08.517,2025-08-11T23:59:59.9970,"Show Low, Arizona",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.610710
https://apply.usastaffing.gov/ViewQuestionnaire/12776571,842261000,Physician Assistant-GAP Primary Care PACT,CBTA-12776571-25-BRW,Department of Veterans Affairs,603,Physician Assistant,2025-08-01 10:36:05.017,2025-08-15T23:59:59.9970,"Greenville, North Carolina",VN-00,,Competitive,current_jobs_2025.parquet,2025-08-02T09:11:19.611158
https://apply.usastaffing.gov/ViewQuestionnaire/12765791,842276600,Primary Care - Physician Assistant,CBTB-12765791-25-VAT,Department of Veterans Affairs,603,Physician Assistant,2025-08-01 11:39:35.090,2025-09-30T23:59:59.9970,"Hinesville, Georgia",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.611594
https://apply.usastaffing.gov/ViewQuestionnaire/12776216,842227500,Registered Nurse - Care Coordinator,CBTE-12776216-25-HK,Department of Veterans Affairs,610,Nurse,2025-08-01 06:35:28.520,2025-08-13T23:59:59.9970,"Albany, New York",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.612012
https://apply.usastaffing.gov/ViewQuestionnaire/12774843,842229600,Risk Manager - Registered Nurse,CBTE-12774843-25-DC,Department of Veterans Affairs,610,Nurse,2025-08-01 07:19:45.240,2025-08-15T23:59:59.9970,"Castle Point, New York",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.612453
https://apply.usastaffing.gov/ViewQuestionnaire/12776215,842233000,Registered Nurse - Care Coordinator,CBTE-12776215-25-HK,Department of Veterans Affairs,610,Nurse,2025-08-01 07:51:48.843,2025-08-13T23:59:59.9970,"Albany, New York",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.612881
https://apply.usastaffing.gov/ViewQuestionnaire/12774516,842242100,Registered Nurse - Home Telehealth Case Manager,CBTA-12774516-25-RCD,Department of Veterans Affairs,610,Nurse,2025-07-31 00:00:00.000,2025-08-11T23:59:59.9970,"Hampton, Virginia",VN-00,,Competitive,current_jobs_2025.parquet,2025-08-02T09:11:19.613335
https://apply.usastaffing.gov/ViewQuestionnaire/12774782,842254000,Registered Nurse-Inpatient Staff,CBTG-12774782-25-SS,Department of Veterans Affairs,610,Nurse,2025-08-01 09:58:13.277,2025-08-12T23:59:59.9970,"Louisville, Kentucky",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.613759
https://apply.usastaffing.gov/ViewQuestionnaire/12771070,842258000,Registered Nurse - Community Living Center,CBSY-12771070-25-JCS,Department of Veterans Affairs,610,Nurse,2025-08-01 10:16:49.000,2025-08-11T23:59:59.9970,"Des Moines, Iowa",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.614162
https://apply.usastaffing.gov/ViewQuestionnaire/12776572,842259400,Nurse Practitioner - GAP Primary Care (PACT),CBTA-12776572-25-BRW,Department of Veterans Affairs,610,Nurse,2025-08-01 11:00:59.917,2025-08-15T23:59:59.9970,"Greenville, North Carolina",VN-00,,Competitive,current_jobs_2025.parquet,2025-08-02T09:11:19.614623
https://apply.usastaffing.gov/ViewQuestionnaire/12770844,842262100,Registered Nurse (Critical Care Inpatient-Cardiac Care Unit),CBTD-12770844-25-HF,Department of Veterans Affairs,610,Nurse,2025-08-01 10:39:08.013,2025-08-18T23:59:59.9970,"Boston, Massachusetts",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.615089
https://apply.usastaffing.gov/ViewQuestionnaire/12773174,842262300,"Nurse Practitioner, Primary Care, Show Low CBOC",CBSX-12773174-25-DB,Department of Veterans Affairs,610,Nurse,2025-08-01 10:40:23.863,2025-08-11T23:59:59.9970,"Show Low, Arizona",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.615521
https://apply.usastaffing.gov/ViewQuestionnaire/12774693,842263300,Registered Nurse (Acute Care-Surgical Floor Unit-A),CAZM-12774693-25-HL,Department of Veterans Affairs,610,Nurse,2025-08-01 10:44:27.827,2025-08-11T23:59:59.9970,"Temple, Texas",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.615963
https://apply.usastaffing.gov/ViewQuestionnaire/12776398,842263900,Registered Nurse (Case Management),CBSX-12776398-25-RS,Department of Veterans Affairs,610,Nurse,2025-08-01 10:47:20.030,2025-08-06T23:59:59.9970,"Phoenix, Arizona",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.616427
https://apply.usastaffing.gov/ViewQuestionnaire/12774699,842280100,Registered Nurse - Same Day Surgery/PACU,CBTF-12774699-25-TKS,Department of Veterans Affairs,610,Nurse,2025-08-01 12:22:29.100,2025-08-11T23:59:59.9970,"Martinsburg, West Virginia",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.616881
https://apply.usastaffing.gov/ViewQuestionnaire/12765792,842282600,Primary Care - Nurse Practitioner,CBTB-1276579-25-JAL,Department of Veterans Affairs,610,Nurse,2025-08-01 11:57:17.763,2025-09-30T23:59:59.9970,"Hinesville, Georgia",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.617351
https://apply.usastaffing.gov/ViewQuestionnaire/12776918,842300900,Registered Nurse- Infection Preventionist (IP),CBSZ-12776918-25-CE,Department of Veterans Affairs,610,Nurse,2025-08-01 13:35:17.640,2025-08-11T23:59:59.9970,"Wilmington, Delaware",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.617749
https://apply.usastaffing.gov/ViewQuestionnaire/12776230,842301000,Registered Nurse- Inpatient Staff,CBSY-12776230-25-JM,Department of Veterans Affairs,610,Nurse,2025-08-01 13:36:52.807,2025-08-11T23:59:59.9970,"Iowa City, Iowa",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.618189
https://apply.usastaffing.gov/ViewQuestionnaire/12776747,842301200,Registered Nurse- Infection Preventionist (IP),CBSZ-12776747-25-CE,Department of Veterans Affairs,610,Nurse,2025-08-01 13:37:29.773,2025-08-11T23:59:59.9970,"Wilmington, Delaware",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.618591
https://apply.usastaffing.gov/ViewQuestionnaire/12776858,842301400,Registered Nurse - PACT Ft Knox,CBTG-12776858-25-LLM,Department of Veterans Affairs,610,Nurse,2025-08-01 13:39:22.540,2025-08-11T23:59:59.9970,"Fort Knox, Kentucky",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.618964
https://apply.usastaffing.gov/ViewQuestionnaire/12776916,842301500,Registered Nurse - Outpatient Mental Health,CBTG-12776916-25-GY,Department of Veterans Affairs,610,Nurse,2025-08-01 13:39:44.950,2025-08-11T23:59:59.9970,"Lexington, Kentucky",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.619416
https://apply.usastaffing.gov/ViewQuestionnaire/12776342,842301900,Registered Nurse - Post Anesthesia Care Unit (PACU),CBSY-12776342-25-JM,Department of Veterans Affairs,610,Nurse,2025-08-01 13:40:27.037,2025-08-11T23:59:59.9970,"Iowa City, Iowa",VN-00,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.619853
https://apply.usastaffing.gov/ViewQuestionnaire/12768455,842305200,Nurse Practitioner - Cardiology Congestive Heart Failure,CAZP-12768455-25-ASC,Department of Veterans Affairs,610,Nurse,2025-08-01 13:52:12.543,2025-08-13T23:59:59.9970,"Madison, Wisconsin",VN-00,"Monday-Friday, 0730-1600",Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.620269
https://apply.usastaffing.gov/ViewQuestionnaire/12772874,842241700,Licensed Practical Nurse,CBTB-12772874-25-TM,Department of Veterans Affairs,620,Practical Nurse,2025-08-01 09:15:20.740,2025-08-19T23:59:59.9970,"Charleston, South Carolina",GS-6,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.620679
https://apply.usastaffing.gov/ViewQuestionnaire/12773214,842244900,Licensed Practical Nurse,CBTB-12773214-25-TM,Department of Veterans Affairs,620,Practical Nurse,2025-08-01 09:13:57.330,2025-09-30T23:59:59.9970,"Charleston, South Carolina",GS-4/6,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.621105
https://apply.usastaffing.gov/ViewQuestionnaire/12774357,842259500,Licensed Practical/Vocational Nurse EDRP Approved,CAZM-12774357-25-GLP,Department of Veterans Affairs,620,Practical Nurse,2025-08-01 10:28:27.070,2025-08-11T23:59:59.9970,"Dallas, Texas",GS-3/6,"May be required to work other shifts, be on call, work weekends and/or holidays as patient care and needs of the service require.",Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.621579
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177802,842260200,Practical Nurse (Licensed Practical Nurse),SPG-2025-0078,Department of Justice,620,Practical Nurse,2025-08-01 10:31:20.330,2025-08-15T23:59:59.9970,"Springfield, Missouri",GL-07,,Competitive,current_jobs_2025.parquet,2025-08-02T09:11:19.621951
https://apply.usastaffing.gov/ViewQuestionnaire/12773672,842261200,Practical Nurse (SCID Outpatient Clinic),CBTA-12773672-25-ILN,Department of Veterans Affairs,620,Practical Nurse,2025-08-01 10:36:08.593,2025-08-11T23:59:59.9970,"Richmond, Virginia",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.622395
https://apply.usastaffing.gov/ViewQuestionnaire/12773673,842264800,Practical Nurse (SCID Outpatient Clinic),CBTA-12773673-25-ILN,Department of Veterans Affairs,620,Practical Nurse,2025-08-01 11:35:02.070,2025-08-11T23:59:59.9970,"Richmond, Virginia",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.622814
https://apply.usastaffing.gov/ViewQuestionnaire/12776725,842265300,Advanced Licensed Practical Nurse/Telehealth Technician,CBTE-12776725-25-MR,Department of Veterans Affairs,620,Practical Nurse,2025-08-01 12:07:27.170,2025-08-12T23:59:59.9970,"Bath, New York",GS-7,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.623263
https://apply.usastaffing.gov/ViewQuestionnaire/12773324,842271000,Licensed Practical Nurse - Dermatology Clinic,CBSR-12773324-25-AF,Department of Veterans Affairs,620,Practical Nurse,2025-08-01 11:20:02.200,2025-08-11T23:59:59.9970,"Ann Arbor, Michigan",GS-7,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.623721
https://apply.usastaffing.gov/ViewQuestionnaire/12776610,842272900,Licensed Practical Nurse - Spruce Lodge Community Living Center,CBTE-12776610-25-KJ,Department of Veterans Affairs,620,Practical Nurse,2025-08-01 11:26:25.160,2025-08-11T23:59:59.9970,"Batavia, New York",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.624136
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177807,842300100,Practical Nurse (Licensed Practical Nurse),SHE-2025-0067,Department of Justice,620,Practical Nurse,2025-08-01 13:31:16.930,2025-08-15T23:59:59.9970,"Sheridan, Oregon",GL-07,,Competitive,current_jobs_2025.parquet,2025-08-02T09:11:19.624534
https://apply.usastaffing.gov/ViewQuestionnaire/12771091,842240900,Nursing Assistant- Emergency Department,CAZP-12771091-25-JG,Department of Veterans Affairs,621,Nursing Assistant,2025-08-01 08:54:40.987,2025-08-11T23:59:59.9970,"Madison, Wisconsin",GS-3/5,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.624979
https://apply.usastaffing.gov/ViewQuestionnaire/12771092,842241900,Nursing Assistant- Emergency Department,CAZP-12771092-25-JG,Department of Veterans Affairs,621,Nursing Assistant,2025-08-01 09:01:57.523,2025-08-11T23:59:59.9970,"Madison, Wisconsin",GS-3/5,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.625426
https://apply.usastaffing.gov/ViewQuestionnaire/12773228,842247500,Nursing Assistant,CBSR-12773228-25-DL,Department of Veterans Affairs,621,Nursing Assistant,2025-08-01 09:23:39.323,2025-08-11T23:59:59.9970,"Battle Creek, Michigan",GS-3/5,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.625857
https://apply.usastaffing.gov/ViewQuestionnaire/12773393,842247400,Medical Supply Technician,CBSS-12773393-25-TW,Department of Veterans Affairs,622,Medical Supply Aide And Technician,2025-08-01 09:22:16.790,2025-08-11T23:59:59.9970,"Leavenworth, Kansas",GS-3/6,,Competitive,current_jobs_2025.parquet,2025-08-02T09:11:19.626253
https://apply.usastaffing.gov/ViewQuestionnaire/12737009,837373800,Dietitian,IHS-25-MR-12737009-ESEP/MP,Department of Health and Human Services,630,Dietitian And Nutritionist,2025-07-31 00:00:00.000,2025-08-13T23:59:59.9970,"Parker, Arizona",GS-9/12,,Competitive,current_jobs_2025.parquet,2025-08-02T09:11:19.626766
https://apply.usastaffing.gov/ViewQuestionnaire/12776144,842232600,Occupational Therapist,CBTA-12776144-25-RNL,Department of Veterans Affairs,631,Occupational Therapist,2025-08-01 07:52:08.813,2025-09-01T23:59:59.9970,"Richmond, Virginia",GS-9/12,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.627188
https://apply.usastaffing.gov/ViewQuestionnaire/12776143,842232900,Occupational Therapist,CBTA-12776143-25-RNL,Department of Veterans Affairs,631,Occupational Therapist,2025-08-01 07:51:28.303,2025-09-01T23:59:59.9970,"Richmond, Virginia",GS-12,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.627571
https://apply.usastaffing.gov/ViewQuestionnaire/12771787,842244200,Occupational Therapist,CBTG-12771787-25-ENB,Department of Veterans Affairs,631,Occupational Therapist,2025-08-01 09:07:55.147,2025-08-11T23:59:59.9970,"Johnson City, Tennessee",GS-12,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.627990
https://apply.usastaffing.gov/ViewQuestionnaire/12768319,842286700,Occupational Therapist,CBSS-12768319-25-TF,Department of Veterans Affairs,631,Occupational Therapist,2025-08-01 12:18:57.053,2025-08-08T23:59:59.9970,"Topeka, Kansas",GS-9/12,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.628394
https://apply.usastaffing.gov/ViewQuestionnaire/12768320,842288500,Occupational Therapist,CBSS-12768320-25-TF,Department of Veterans Affairs,631,Occupational Therapist,2025-08-01 12:28:04.457,2025-08-08T23:59:59.9970,"Topeka, Kansas",GS-12,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.628765
https://apply.usastaffing.gov/ViewQuestionnaire/12767976,842291200,Occupational Therapist (Clinical Assessor),CAZM-12767976-25-NCC,Department of Veterans Affairs,631,Occupational Therapist,2025-08-01 12:51:49.553,2025-08-13T23:59:59.9970,"San Antonio, Texas",GS-12,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.629221
https://apply.usastaffing.gov/ViewQuestionnaire/12767975,842291500,Occupational Therapist (Clinical Assessor),CAZM-12767975-25-NCC,Department of Veterans Affairs,631,Occupational Therapist,2025-08-01 12:52:02.227,2025-08-13T23:59:59.9970,"San Antonio, Texas",GS-9/12,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.629693
https://apply.usastaffing.gov/ViewQuestionnaire/12773568,842241000,Physical Therapist,HSJW259349013568HW,Department of Defense,633,Physical Therapist,2025-08-01 08:54:19.060,2025-08-07T23:59:59.9970,"Hurlburt Field, Florida",GS-12,,Competitive,current_jobs_2025.parquet,2025-08-02T09:11:19.630024
https://apply.usastaffing.gov/ViewQuestionnaire/12771437,842282700,Physical Therapist,CBSS-12771437-25-TF,Department of Veterans Affairs,633,Physical Therapist,2025-08-01 11:58:18.723,2025-08-08T23:59:59.9970,"Junction City, Kansas",GS-11/12,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.630445
https://apply.usastaffing.gov/ViewQuestionnaire/12771438,842285000,Physical Therapist,CBSS-12771438-25-TF,Department of Veterans Affairs,633,Physical Therapist,2025-08-01 12:06:25.403,2025-08-08T23:59:59.9970,"Junction City, Kansas",GS-12,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.630841
https://apply.usastaffing.gov/ViewQuestionnaire/12773537,842283500,Creative Arts Therapist - Music,CBTG-12773537-25-LE,Department of Veterans Affairs,638,Recreation/Creative Arts Therapist,2025-08-01 12:00:48.530,2025-08-08T23:59:59.9970,"Louisville, Kentucky",GS-7/11,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.631287
https://apply.usastaffing.gov/ViewQuestionnaire/12773538,842283900,Creative Arts Therapist (Music),CBTG-12773538-25-LE,Department of Veterans Affairs,638,Recreation/Creative Arts Therapist,2025-08-01 12:02:04.540,2025-08-08T23:59:59.9970,"Louisville, Kentucky",GS-7/11,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.631718
https://apply.usastaffing.gov/ViewQuestionnaire/12731671,836316000,Health Technician (Surgical Technician),IHS-25-PX-12731671-ESEP/MP,Department of Health and Human Services,640,Health Aid And Technician,2025-08-01 13:40:34.487,2025-08-15T23:59:59.9970,"Phoenix, Arizona",GS-7,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.632131
https://apply.usastaffing.gov/ViewQuestionnaire/12735050,836779200,Health Technician (Surgical Technician),IHS-25-PX-12735050-DE,Department of Health and Human Services,640,Health Aid And Technician,2025-08-01 13:40:55.453,2025-08-15T23:59:59.9970,"Phoenix, Arizona",GS-7,,Competitive,current_jobs_2025.parquet,2025-08-02T09:11:19.632554
https://apply.usastaffing.gov/ViewQuestionnaire/12774696,842256500,Health Technician (Dietetic) NFS Ambassador,CBSU-12774696-25-GL,Department of Veterans Affairs,640,Health Aid And Technician,2025-08-01 10:09:53.260,2025-08-11T23:59:59.9970,"Fort Harrison, Montana",GS-5,,Competitive,current_jobs_2025.parquet,2025-08-02T09:11:19.632941
https://apply.usastaffing.gov/ViewQuestionnaire/12773621,842257600,Intermediate Care Technician,CBTB-12773621-25-AT,Department of Veterans Affairs,640,Health Aid And Technician,2025-08-01 10:15:19.560,2025-08-13T23:59:59.9970,"Atlanta, Georgia",GS-6/7,,Competitive,current_jobs_2025.parquet,2025-08-02T09:11:19.633279
https://apply.usastaffing.gov/ViewQuestionnaire/12768186,842257800,Intermediate Care Technician,CBTB-12768186-25-AT,Department of Veterans Affairs,640,Health Aid And Technician,2025-08-01 10:15:52.437,2025-08-13T23:59:59.9970,"Atlanta, Georgia",GS-6/7,,Competitive,current_jobs_2025.parquet,2025-08-02T09:11:19.633618
https://apply.usastaffing.gov/ViewQuestionnaire/12768389,842291900,Health Technician (Ophthalmology),CBST-12768389-25-JH,Department of Veterans Affairs,640,Health Aid And Technician,2025-08-01 12:43:35.683,2025-08-11T23:59:59.9970,"Houston, Texas",GS-5/8,,Excepted,current_jobs_2025.parquet,2025-08-02T09:11:19.634058
https://apply.usastaffing.gov/ViewQuestionnaire/12772768,842293400,Medical Care Transportation Technician,CBTF-12772768-25-CT,Department of Veterans Affairs,640,Health Aid And Technician,2025-08-01 12:48:13.187,2025-08-11T23:59:59.9970,"Clarksburg, West Virginia",GS-9,,Competitive,current_jobs_2025.parquet,2025-08-02T09:11:19.634512
